node_id,metric_result
1146,"[0.67455261 1.14281728 1.30321301 1.3762017  1.4158799  1.44034895
 1.45680572 1.46857916 1.47739675 1.48423664 1.48969147 1.49414016
 1.49783574 1.50095342 1.50361821 1.50592165 1.50793227 1.50970234
 1.51127245 1.51267456 1.51393418 1.51507193 1.51610463 1.51704615
 1.51790804]"
1147,"[0.88828888 0.72308376 0.66488598 0.65746503 0.66023212 0.66504239
 0.66971641 0.67378179 0.67722012 0.68011818 0.68257323 0.68466953
 0.68647504 0.68804333 0.6894165  0.69062774 0.6917034  0.69266456
 0.69352827 0.69430841 0.6950164  0.69566168 0.69625217 0.69679448
 0.69729424]"
1148,"[0.4827378  0.93610534 1.07216243 1.119497   1.14307877 1.15717433
 1.1665411  1.17321272 1.17820389 1.18207728 1.18516986 1.1876957
 1.18979726 1.191573   1.19309312 1.19440905 1.1955593  1.19657325
 1.19747377 1.19827886 1.1990029  1.19965755 1.20025232 1.20079505
 1.20129229]"
1149,"[0.36574749 0.73394683 0.88500202 0.9524081  0.98948435 1.01271009
 1.02855251 1.04002205 1.04869782 1.05548408 1.06093456 1.06540667
 1.0691412  1.07230614 1.07502219 1.0773783  1.0794414  1.08126284
 1.08288265 1.0843325  1.08563777 1.08681902 1.08789311 1.08887396
 1.0897732 ]"
1150,"[0.23775846 0.98998961 1.3355642  1.47471307 1.54431166 1.58483786
 1.61098106 1.62910249 1.64234211 1.65240922 1.66030694 1.66665988
 1.67187598 1.6762323  1.67992334 1.68308943 1.68583427 1.68823611
 1.69035505 1.692238   1.69392208 1.69543706 1.69680706 1.69805186
 1.69918779]"
1151,"[0.72185289 1.18789472 1.23269465 1.2318175  1.22776834 1.22457521
 1.22230397 1.22068098 1.21949205 1.21859696 1.21790578 1.21735994
 1.21692035 1.21656025 1.21626084 1.21600864 1.21579376 1.2156088
 1.21544816 1.21530751 1.21518346 1.21507333 1.21497499 1.21488668
 1.21480701]"
1152,"[0.4569169  1.31052575 1.58283418 1.67850252 1.71955088 1.73990702
 1.75111249 1.75777214 1.76196482 1.76472372 1.76660287 1.76791806
 1.76885855 1.76954252 1.77004645 1.7704213  1.77070192 1.77091266
 1.7710709  1.77118923 1.77127693 1.7713409  1.77138638 1.77141736
 1.77143691]"
1153,"[1.13611616 1.40518316 1.43715254 1.43647574 1.43225279 1.42840604
 1.42533147 1.42291059 1.42098527 1.41942978 1.4181526  1.41708809
 1.4161888  1.41541997 1.4147557  1.41417637 1.4136669  1.41321553
 1.41281297 1.41245179 1.41212596 1.41183059 1.41156161 1.41131568
 1.41108995]"
1154,"[0.54782821 1.11796459 1.28115938 1.35691041 1.39625514 1.41954384
 1.43477469 1.445468   1.45337331 1.45944906 1.46426174 1.46816674
 1.47139797 1.47411553 1.47643264 1.47843158 1.48017358 1.4817051
 1.48306208 1.48427272 1.48535945 1.48634035 1.48723015 1.48804097
 1.48878287]"
1155,"[0.87476282 0.81114981 0.76886581 0.74304206 0.72724315 0.71827166
 0.71339977 0.71084338 0.70957646 0.70903074 0.7088912  0.70898061
 0.70919739 0.70948231 0.7098004  0.71013087 0.71046139 0.71078473
 0.71109681 0.7113955  0.71167985 0.71194963 0.7122051  0.71244675
 0.71267522]"
1156,"[0.04825139 1.01279272 1.18968364 1.23823689 1.25910813 1.27037027
 1.2773272  1.28202196 1.28539223 1.28792426 1.28989377 1.29146824
 1.292755   1.29382591 1.29473083 1.29550543 1.29617586 1.29676175
 1.29727809 1.29773654 1.2981463  1.29851472 1.29884773 1.2991502
 1.29942614]"
1157,"[0.72680675 1.19208078 1.26283909 1.29083458 1.30852826 1.32097802
 1.33015713 1.33716132 1.34265903 1.34707746 1.3506998  1.35371995
 1.35627451 1.35846221 1.36035598 1.36201084 1.36346896 1.36476324
 1.36591964 1.36695898 1.36789808 1.36875072 1.36952826 1.37024017
 1.3708944 ]"
1158,"[0.68978277 1.34468715 1.47886165 1.51771589 1.53455539 1.54391403
 1.54991181 1.55410756 1.55721894 1.55962389 1.56154136 1.56310748
 1.5644116  1.56551489 1.56646076 1.56728084 1.5679988  1.56863267
 1.56919648 1.56970127 1.57015588 1.57056746 1.57094185 1.5712839
 1.57159763]"
1159,"[0.56477676 1.22806143 1.34999628 1.38203655 1.39472316 1.40114043
 1.40491578 1.40737005 1.4090811  1.4103368  1.41129501 1.41204893
 1.41265687 1.41315707 1.41357558 1.41393074 1.41423581 1.41450062
 1.4147326  1.41493747 1.41511969 1.4152828  1.41542964 1.41556253
 1.41568335]"
1160,"[1.05220576 1.64612783 1.69806177 1.68527696 1.66941183 1.65662263
 1.64678226 1.63915768 1.63314287 1.62830608 1.62434665 1.62105356
 1.61827616 1.61590483 1.6138583  1.61207523 1.61050858 1.6091217
 1.6078857  1.6067775  1.60577842 1.60487326 1.60404947 1.60329664
 1.60260603]"
1161,"[0.59369853 1.18337485 1.28958662 1.32398061 1.34009472 1.34924802
 1.35509481 1.35913463 1.3620864  1.36433485 1.36610342 1.36753041
 1.3687058  1.36969062 1.37052769 1.3712479  1.3718741  1.37242358
 1.37290962 1.3733426  1.37373076 1.37408072 1.37439785 1.37468658
 1.37495054]"
1162,"[1.07450996 1.41947559 1.44144526 1.43840217 1.43577945 1.43422489
 1.4332831  1.4326782  1.43226748 1.4319752  1.431759   1.43159388
 1.43146438 1.43136052 1.43127565 1.43120516 1.43114579 1.43109519
 1.43105159 1.43101367 1.43098042 1.43095104 1.43092492 1.43090154
 1.4308805 ]"
1163,"[0.93913613 1.44149738 1.54788383 1.57352267 1.5815609  1.5844215
 1.5854231  1.58567229 1.58559718 1.58538106 1.58510787 1.58481766
 1.5845298  1.58425348 1.58399272 1.58374885 1.58352185 1.58331101
 1.58311528 1.58293354 1.58276462 1.58260743 1.58246094 1.5823242
 1.58219635]"
1164,"[0.87518745 1.2025637  1.3465876  1.40826153 1.43968555 1.45828607
 1.47046016 1.47900357 1.48531089 1.49014941 1.49397401 1.49707056
 1.49962735 1.50177326 1.50359937 1.50517181 1.50653975 1.50774046
 1.50880271 1.50974905 1.51059739 1.51136217 1.51205511 1.51268584
 1.51326237]"
1165,"[0.28030773 1.01838367 1.26832501 1.33611198 1.35509043 1.35933827
 1.3587396  1.35654577 1.35392487 1.3513135  1.34887004 1.34664185
 1.34463147 1.34282409 1.34119928 1.33973602 1.33841468 1.33721775
 1.33612991 1.33513788 1.33423027 1.33339724 1.33263034 1.33192228
 1.33126675]"
1166,"[0.46463228 1.13882951 1.29410469 1.33581599 1.35316806 1.36245284
 1.36819594 1.3720885  1.3748968  1.37701666 1.37867267 1.38000155
 1.38109121 1.38200074 1.38277129 1.38343236 1.38400569 1.38450763
 1.38495071 1.38534469 1.38569728 1.38601468 1.3863019  1.38656304
 1.38680149]"
1167,"[0.6204241  1.17823481 1.28175171 1.32647578 1.34965835 1.36339511
 1.37237313 1.37866692 1.38331163 1.38687527 1.3896936  1.39197713
 1.39386428 1.39544964 1.39680005 1.397964   1.39897752 1.39986797
 1.40065642 1.40135944 1.40199018 1.40255922 1.40307519 1.40354518
 1.40397506]"
1168,"[0.67162417 1.13770632 1.23980327 1.27443593 1.29165087 1.30196921
 1.30885012 1.31376756 1.31745731 1.32032814 1.32262541 1.32450535
 1.32607217 1.32739806 1.32853461 1.32951966 1.33038159 1.33114212
 1.33181815 1.33242301 1.33296738 1.33345989 1.33390762 1.33431641
 1.33469112]"
1169,"[0.9112661  1.27048473 1.39736885 1.41734002 1.41989558 1.41888914
 1.41716998 1.41544031 1.41387517 1.41250252 1.41130842 1.41026904
 1.40936062 1.40856235 1.40785675 1.40722944 1.40666863 1.40616465
 1.40570951 1.40529661 1.40492045 1.40457643 1.40426065 1.40396983
 1.40370115]"
1170,"[0.8778312  1.63234546 1.82017092 1.87633894 1.89722912 1.90618567
 1.91034651 1.91233324 1.91324824 1.91360397 1.91365724 1.9135443
 1.91334063 1.9130894  1.91281583 1.91253484 1.91225527 1.91198228
 1.9117188  1.91146635 1.9112256  1.91099668 1.91077939 1.91057332
 1.91037799]"
1171,"[0.8772353  1.22397708 1.30802549 1.33181284 1.33964595 1.34284365
 1.34436496 1.34516774 1.34562246 1.34589278 1.3460586  1.34616207
 1.34622682 1.34626676 1.34629041 1.34630316 1.34630852 1.34630883
 1.34630568 1.34630017 1.34629305 1.34628487 1.34627602 1.34626676
 1.34625731]"
1172,"[0.97664109 1.33123649 1.41444508 1.43361255 1.44016726 1.44307682
 1.44460159 1.44549561 1.44606364 1.44644687 1.44671774 1.44691639
 1.44706653 1.44718288 1.44727495 1.44734912 1.44740981 1.44746015
 1.44750238 1.4475382  1.44756886 1.44759532 1.44761834 1.44763849
 1.44765625]"
1173,"[1.18774262 1.63187616 1.69064072 1.69141518 1.68438161 1.67723184
 1.67112949 1.6660851  1.66191682 1.65844303 1.65551655 1.6530241
 1.65087941 1.64901654 1.64738464 1.64594409 1.64466361 1.6435183
 1.64248807 1.64155658 1.64071041 1.63993845 1.63923141 1.63858148
 1.63798206]"
1174,"[0.75953356 0.78835205 0.71917562 0.70827197 0.70487526 0.70270837
 0.7010504  0.69972526 0.69864482 0.69775047 0.69700024 0.6963633
 0.69581667 0.69534295 0.69492882 0.69456394 0.69424018 0.69395107
 0.6936914  0.69345695 0.69324427 0.69305048 0.69287319 0.69271041
 0.69256043]"
1175,"[0.15679237 0.84350218 1.0519369  1.14170576 1.19022747 1.22026049
 1.24056684 1.25516976 1.26615743 1.27471549 1.28156492 1.28716838
 1.29183601 1.29578326 1.29916437 1.30209262 1.30465303 1.30691064
 1.30891603 1.31070916 1.31232196 1.31378029 1.31510529 1.31631442
 1.31742221]"
1176,"[0.67131508 1.0670327  1.18454214 1.23248732 1.25753161 1.27276068
 1.28295941 1.29025303 1.29572214 1.29997235 1.30336875 1.30614424
 1.30845431 1.31040664 1.31207815 1.31352521 1.31479009 1.31590508
 1.3168953  1.31778054 1.31857662 1.31929636 1.31995021 1.32054682
 1.32109337]"
1177,"[0.75883867 1.07965525 1.1389322  1.15656118 1.16471659 1.16949769
 1.17269016 1.17499547 1.17674824 1.17813045 1.17925064 1.18017806
 1.18095916 1.18162641 1.18220324 1.182707   1.18315084 1.1835449
 1.18389715 1.18421394 1.18450039 1.18476067 1.18499822 1.18521589
 1.1854161 ]"
1178,"[0.38139156 0.93128962 1.12170981 1.20373658 1.24707573 1.27331277
 1.29072623 1.30305985 1.31222468 1.31928909 1.32489375 1.32944477
 1.33321143 1.336379   1.33907899 1.34140722 1.34343515 1.34521707
 1.34679501 1.34820196 1.34946417 1.35060283 1.35163516 1.35257536
 1.35343519]"
1179,"[1.2747233  1.38767989 1.4079634  1.42101891 1.42709631 1.43005101
 1.43160165 1.43246728 1.43297212 1.43327475 1.43345831 1.43356897
 1.43363363 1.4336686  1.43368408 1.43368661 1.43368051 1.43366867
 1.43365306 1.43363504 1.43361553 1.4335952  1.43357451 1.43355378
 1.43353324]"
1180,"[0.68074444 1.08047982 1.24483859 1.32820071 1.37484871 1.40376679
 1.4231769  1.43700418 1.44731018 1.4552667  1.46158378 1.46671455
 1.47096081 1.47453089 1.47757294 1.48019508 1.48247802 1.48448311
 1.48625787 1.48783959 1.48925798 1.49053696 1.49169605 1.49275126
 1.49371591]"
1181,"[0.64540446 1.22300626 1.38565148 1.4409784  1.46661011 1.48089082
 1.48982966 1.49588655 1.50023229 1.50348757 1.50600917 1.50801551
 1.50964718 1.51099849 1.51213489 1.51310314 1.51393751 1.51466361
 1.515301   1.51586481 1.51636695 1.51681693 1.51722238 1.51758956
 1.51792358]"
1182,"[0.77960909 1.18819935 1.20713188 1.22467303 1.23678638 1.24471482
 1.25015518 1.254083   1.25704084 1.25934448 1.26118771 1.26269529
 1.26395092 1.2650127  1.26592221 1.26670997 1.26739886 1.26800638
 1.26854613 1.26902884 1.26946309 1.26985584 1.27021276 1.27053853
 1.27083707]"
1183,"[2.66766431e-10 7.97998102e-05 3.32277725e-03 1.54168229e-02
 3.24397668e-02 4.88123553e-02 6.25995844e-02 7.37686650e-02
 8.27786425e-02 9.01060894e-02 9.61375342e-02 1.01166039e-01
 1.05410040e-01 1.09032585e-01 1.12156464e-01 1.14875239e-01
 1.17261108e-01 1.19370475e-01 1.21247943e-01 1.22929174e-01
 1.24442988e-01 1.25812900e-01 1.27058271e-01 1.28195175e-01
 1.29237062e-01]"
1184,"[0.33906817 1.14709348 1.28828808 1.33122346 1.35099387 1.36219834
 1.36937059 1.37434149 1.37798428 1.38076608 1.3829587  1.38473078
 1.38619236 1.38741828 1.38846115 1.38935903 1.39014015 1.39082586
 1.3914326  1.39197325 1.39245805 1.39289521 1.39329142 1.39365217
 1.39398201]"
1185,"[0.39224037 0.85464216 1.06610809 1.15406517 1.200244   1.22819145
 1.24676115 1.25993244 1.26973332 1.27729753 1.28330543 1.28818871
 1.29223387 1.29563826 1.29854209 1.30104763 1.30323118 1.3051508
 1.30685142 1.30836837 1.30972977 1.31095832 1.31207249 1.31308752
 1.31401603]"
1186,"[0.90037304 1.25901829 1.38940558 1.44023736 1.46551584 1.48025193
 1.48977917 1.49639614 1.50123794 1.50492369 1.50781753 1.51014667
 1.51205976 1.51365795 1.51501228 1.51617411 1.5171814  1.51806282
 1.5188404  1.51953135 1.52014928 1.52070511 1.52120772 1.52166435
 1.522081  ]"
1187,"[0.89399088 1.43986001 1.47022522 1.48014309 1.49383527 1.50625374
 1.51630412 1.52428211 1.53066083 1.53583436 1.54009541 1.5436562
 1.54667114 1.54925388 1.55148944 1.55344232 1.55516227 1.55668815
 1.55805076 1.55927475 1.56038009 1.56138313 1.56229736 1.56313401
 1.56390251]"
1188,"[0.93700587 1.25396389 1.32952669 1.35304282 1.36406702 1.37043721
 1.37458648 1.37750488 1.37967001 1.38134051 1.38266868 1.38375008
 1.38464769 1.38540473 1.38605184 1.38661136 1.38709996 1.38753032
 1.38791227 1.38825355 1.38856032 1.38883758 1.38908938 1.38931908
 1.38952947]"
1189,"[0.94883044 1.46925795 1.47347623 1.45196837 1.43883643 1.43124006
 1.42658969 1.42355802 1.42147157 1.41997026 1.41884993 1.41798845
 1.41730929 1.4167625  1.41631435 1.41594139 1.41562683 1.41535845
 1.41512711 1.41492588 1.41474944 1.41459359 1.41445505 1.41433115
 1.41421976]"
1190,"[0.55646975 1.11560686 1.22529855 1.25737183 1.27038739 1.27688572
 1.28060318 1.28294091 1.28451612 1.28563454 1.28646177 1.28709396
 1.28759018 1.28798839 1.28831399 1.28858447 1.28881228 1.28900645
 1.28917368 1.28931906 1.28944648 1.28955898 1.28965897 1.28974837
 1.28982874]"
1191,"[0.96520677 1.36200055 1.50235353 1.5468773  1.56449739 1.57264998
 1.57682625 1.57911077 1.58041084 1.58116359 1.58159661 1.58183578
 1.58195416 1.58199586 1.58198833 1.58194911 1.58188965 1.58181754
 1.58173786 1.58165407 1.58156852 1.58148278 1.58139795 1.58131475
 1.58123364]"
1192,"[0.50528131 1.08758272 1.25302201 1.30168444 1.320565   1.32930089
 1.33384024 1.33639396 1.33791263 1.33885131 1.33944644 1.33982906
 1.34007563 1.34023268 1.34032956 1.34038529 1.34041254 1.3404199
 1.34041334 1.34039701 1.34037387 1.34034607 1.34031513 1.34028218
 1.34024803]"
1193,"[0.98771273 1.40713073 1.45612647 1.45453854 1.44758574 1.44132872
 1.43635452 1.43245346 1.42936153 1.42687108 1.4248318  1.42313628
 1.42170714 1.42048782 1.41943628 1.41852077 1.41771692 1.41700577
 1.41637235 1.41580474 1.41529328 1.41483011 1.41440876 1.41402385
 1.41367089]"
1194,"[0.13456688 0.63545281 0.84950984 0.94388231 0.99045162 1.01717325
 1.03428866 1.04612755 1.05478308 1.06137861 1.06656754 1.0707546
 1.07420339 1.0770928  1.07954836 1.08166076 1.0834971  1.08510808
 1.08653274 1.08780158 1.08893881 1.08996389 1.09089259 1.0917379
 1.09251056]"
1195,"[1.05956845 1.48545209 1.56410547 1.5791448  1.5816168  1.58099962
 1.57960773 1.57810594 1.57669415 1.57542463 1.57430039 1.57330867
 1.57243292 1.57165699 1.57096656 1.57034935 1.56979502 1.56929489
 1.56884172 1.56842942 1.56805285 1.56770768 1.56739022 1.56709734
 1.56682634]"
1196,"[0.80844394 1.33502377 1.33686323 1.30539647 1.28689302 1.27720506
 1.2720035  1.26907353 1.26734663 1.26629068 1.26562711 1.26520255
 1.26492867 1.26475248 1.26464112 1.26457358 1.2645361  1.26451945
 1.26451732 1.26452534 1.26454045 1.26456045 1.26458378 1.2646093
 1.26463617]"
1197,"[0.19601925 0.92922674 1.19008775 1.29748451 1.35277735 1.38565711
 1.40718318 1.42226349 1.43336833 1.4418631  1.44855871 1.45396496
 1.45841738 1.46214535 1.46531072 1.46803081 1.47039266 1.47246215
 1.47429004 1.47591602 1.47737162 1.47868212 1.47986809 1.48094639
 1.48193097]"
1198,"[0.7205539  0.57877528 0.71348173 0.7992027  0.84534555 0.87365677
 0.89268805 0.90632217 0.91655441 0.92450952 0.93086781 0.93606418
 0.94038927 0.94404455 0.94717398 0.94988312 0.95225111 0.95433844
 0.95619211 0.95784922 0.9593394  0.96068663 0.96191051 0.96302722
 0.96405022]"
1199,"[0.886162   1.37050428 1.40218369 1.39194437 1.38145652 1.37391529
 1.36868112 1.36499266 1.36232535 1.36034447 1.35883672 1.35766364
 1.3567331  1.3559823  1.35536737 1.35485699 1.35442839 1.35406465
 1.35375305 1.35348384 1.35324947 1.353044   1.35286272 1.35270187
 1.35255837]"
1200,"[0.42127281 0.59177922 0.73090078 0.81011052 0.85452164 0.88227853
 0.90112205 0.91470321 0.92493687 0.93291596 0.93930712 0.94453903
 0.94889946 0.95258857 0.95574977 0.95848847 0.96088383 0.96299645
 0.96487349 0.96655219 0.96806236 0.96942811 0.97066919 0.97180189
 0.9728398 ]"
1201,"[0.8881822  1.26292851 1.3567521  1.39406471 1.41307236 1.42439468
 1.43185606 1.43712575 1.44103854 1.44405545 1.44645092 1.44839815
 1.45001168 1.45137022 1.4525296  1.4535305  1.45440325 1.45517093
 1.4558514  1.45645868 1.45700398 1.45749629 1.45794297 1.45835008
 1.45872265]"
1202,"[0.99265143 1.387904   1.40651658 1.38933655 1.37593106 1.36706821
 1.36110056 1.35690944 1.3538432  1.35151969 1.3497065  1.34825648
 1.34707285 1.34608977 1.34526111 1.34455367 1.34394301 1.34341077
 1.34294293 1.34252856 1.34215909 1.34182763 1.34152867 1.34125766
 1.3410109 ]"
1203,"[1.0240644  1.59935482 1.64811303 1.64186001 1.6340171  1.62838259
 1.62442739 1.62155909 1.61940061 1.61772271 1.61638264 1.61528821
 1.61437767 1.61360823 1.6129494  1.61237887 1.61187995 1.61143991
 1.61104886 1.61069904 1.61038422 1.61009939 1.60984044 1.60960398
 1.6093872 ]"
1204,"[0.92155784 1.4339882  1.45034086 1.42445944 1.40401418 1.39010496
 1.38055965 1.37378561 1.36880629 1.36502877 1.36208392 1.35973434
 1.35782225 1.35623962 1.35491042 1.35377983 1.35280747 1.351963
 1.35122324 1.35057022 1.34998978 1.34947065 1.34900376 1.34858169
 1.34819838]"
1205,"[0.92278462 1.30752176 1.35592021 1.36835053 1.37345495 1.3761742
 1.37788589 1.37908225 1.37997647 1.38067575 1.38124043 1.38170748
 1.38210102 1.38243762 1.38272909 1.38298409 1.38320918 1.3834094
 1.3835887  1.38375023 1.38389652 1.38402966 1.38415134 1.384263
 1.38436583]"
1206,"[0.96057161 1.24412949 1.33822547 1.36083564 1.36800408 1.37069244
 1.37176898 1.37217986 1.37229123 1.37226149 1.37216478 1.37203777
 1.37189924 1.37175897 1.37162205 1.371491   1.37136695 1.37125028
 1.37114092 1.37103858 1.37094287 1.37085335 1.37076956 1.37069106
 1.37061744]"
1207,"[0.72453454 1.23703016 1.33408981 1.35595059 1.36219191 1.36417489
 1.36473731 1.36476735 1.36458904 1.36433315 1.36405574 1.36378142
 1.36352072 1.36327761 1.36305301 1.36284636 1.3626565  1.36248202
 1.3623215  1.36217358 1.362037   1.36191064 1.36179347 1.36168459
 1.36158321]"
1208,"[0.79737274 0.76751826 0.94171594 1.01689355 1.05567504 1.0790223
 1.09453631 1.10556342 1.11379191 1.12016145 1.12523509 1.12937018
 1.13280417 1.13570086 1.13817685 1.14031735 1.14218607 1.14383156
 1.14529151 1.14659556 1.14776738 1.14882608 1.14978726 1.1506638
 1.15146638]"
1209,"[0.50231575 1.21683107 1.3538075  1.4094539  1.43866656 1.45625057
 1.46786618 1.47606312 1.4821366  1.48680746 1.49050629 1.49350515
 1.49598397 1.49806623 1.49983943 1.50136722 1.50269697 1.50386466
 1.50489807 1.50581902 1.50664484 1.50738949 1.50806435 1.50867876
 1.50924046]"
1210,"[0.66110832 0.98792775 1.18005443 1.2526954  1.28539696 1.30243245
 1.31231216 1.31851559 1.32265297 1.32554543 1.32764509 1.32921674
 1.3304235  1.33137019 1.33212657 1.33274053 1.33324579 1.33366665
 1.334021   1.33432221 1.33458044 1.33480356 1.33499768 1.33516767
 1.33531739]"
1211,"[0.54483443 1.12673907 1.21456777 1.21866106 1.21222338 1.20581572
 1.20070646 1.19675971 1.19369136 1.19126776 1.18931966 1.18772749
 1.18640638 1.18529525 1.18434946 1.18353579 1.18282912 1.18221018
 1.18166396 1.18117862 1.18074472 1.18035464 1.18000218 1.17968222
 1.17939054]"
1212,"[0.22271843 1.19479707 1.36786195 1.39623223 1.39564089 1.38967978
 1.38348834 1.37811287 1.37363781 1.36993647 1.36685934 1.36427791
 1.36209044 1.36021834 1.3586011  1.35719194 1.3559544  1.35485977
 1.35388523 1.35301246 1.35222659 1.35151547 1.35086909 1.3502791
 1.34973853]"
1213,"[0.3798962  1.01233965 1.16945625 1.23145053 1.26296618 1.28166952
 1.29394728 1.30258841 1.30898536 1.31390516 1.31780316 1.32096596
 1.32358264 1.3257828  1.3276582  1.32927557 1.33068458 1.33192294
 1.33301982 1.33399811 1.334876   1.33566817 1.33638658 1.33704105
 1.33763974]"
1214,"[1.10449164 1.32885124 1.38929348 1.42593128 1.44719626 1.46072565
 1.4700153  1.47676378 1.48187848 1.4858841  1.48910377 1.4917469
 1.49395488 1.49582657 1.49743308 1.49882687 1.50004743 1.50112508
 1.50208349 1.50294136 1.5037137  1.50441266 1.50504821 1.5056286
 1.50616069]"
1215,"[0.80736023 1.31332159 1.34923578 1.34314928 1.33637697 1.33148341
 1.32801505 1.32548721 1.3235835  1.32210671 1.32093171 1.31997662
 1.31918611 1.31852168 1.31795578 1.31746826 1.31704406 1.3166717
 1.31634229 1.31604888 1.31578589 1.31554886 1.31533415 1.31513876
 1.31496021]"
1216,"[0.32562023 0.8520089  1.06287795 1.13841341 1.17256096 1.19139698
 1.20321606 1.21129427 1.21715603 1.22160028 1.22508444 1.22788871
 1.23019413 1.23212279 1.23376    1.23516713 1.23638948 1.23746117
 1.23840844 1.23925177 1.24000735 1.24068822 1.24130492 1.24186611
 1.24237897]"
1217,"[0.97108931 1.29849246 1.3824296  1.4100568  1.42240401 1.42920215
 1.4334589  1.43635956 1.43845687 1.44004106 1.44127842 1.44227077
 1.44308385 1.44376192 1.44433583 1.44482775 1.445254   1.44562684
 1.44595568 1.44624785 1.44650913 1.44674416 1.44695669 1.4471498
 1.44732603]"
1218,"[1.18900128 1.89060178 1.90397956 1.85931463 1.82278966 1.79658717
 1.77775466 1.76387712 1.75336085 1.74518157 1.7386721  1.73338723
 1.72902201 1.7253622  1.72225372 1.71958339 1.71726645 1.71523829
 1.71344895 1.71185917 1.71043776 1.70915964 1.7080044  1.70695532
 1.70599854]"
1219,"[0.87170419 1.20205109 1.27466925 1.3096136  1.3295426  1.34205089
 1.35052602 1.35661192 1.3611799  1.36472854 1.36756165 1.36987416
 1.37179656 1.37341932 1.37480709 1.37600725 1.37705527 1.37797828
 1.3787973  1.37952892 1.38018639 1.38078041 1.38131973 1.38181155
 1.38226187]"
1220,"[0.68887067 1.26349074 1.39486476 1.44028687 1.4644272  1.47973434
 1.49034578 1.49813239 1.5040843  1.50877784 1.51257162 1.5157003
 1.51832381 1.52055481 1.52247488 1.52414455 1.52560963 1.52690544
 1.52805964 1.52909417 1.53002669 1.53087153 1.5316405  1.53234334
 1.53298823]"
1221,"[0.68775482 1.35602402 1.40891149 1.4175324  1.42091314 1.4224652
 1.42324031 1.4236487  1.42386961 1.42398865 1.42404977 1.42407683
 1.42408343 1.42407762 1.42406427 1.42404643 1.42402604 1.42400433
 1.42398211 1.4239599  1.42393801 1.42391668 1.42389601 1.42387608
 1.42385694]"
1222,"[0.73120889 1.27683105 1.43536011 1.48546143 1.50485472 1.51344431
 1.51755372 1.5195799  1.52055678 1.52097506 1.52108507 1.52102171
 1.52086082 1.52064641 1.52040463 1.52015122 1.5198957  1.51964382
 1.51939898 1.51916308 1.51893711 1.51872145 1.51851612 1.51832089
 1.5181354 ]"
1223,"[0.83778472 1.0330474  1.1495514  1.19285012 1.21490507 1.22818921
 1.23704198 1.24335419 1.24807802 1.25174393 1.25467043 1.25706012
 1.25904794 1.26072717 1.26216435 1.26340821 1.26449523 1.26545327
 1.26630397 1.2670644  1.26774817 1.26836632 1.26892785 1.26944019
 1.26990952]"
1224,"[0.95118065 1.27071901 1.36413383 1.41373852 1.44244746 1.46073624
 1.47328881 1.48239653 1.48928905 1.4946788  1.49900477 1.5025513
 1.50551031 1.5080158  1.5101641  1.51202618 1.51365543 1.5150928
 1.51637018 1.51751281 1.51854088 1.51947074 1.52031581 1.52108714
 1.52179396]"
1225,"[0.81988089 1.17917068 1.303906   1.3557254  1.38241644 1.39840189
 1.40897601 1.41646658 1.42204244 1.42635099 1.42977853 1.43256936
 1.43488535 1.43683791 1.43850621 1.439948   1.44120641 1.44231431
 1.44329712 1.4441749  1.4449636  1.44567612 1.44632298 1.44691285
 1.44745294]"
1226,"[1.20471966 1.33851494 1.42254434 1.47026519 1.49624727 1.51199301
 1.52241894 1.52978584 1.53524912 1.53945346 1.54278459 1.54548647
 1.54772057 1.5495978  1.55119678 1.55257474 1.55377429 1.55482779
 1.55576028 1.55659137 1.55733669 1.55800882 1.558618   1.55917264
 1.55967973]"
1227,"[0.12951479 0.82507687 1.02831437 1.11825574 1.16789391 1.19898573
 1.22015376 1.23544079 1.24697442 1.25597401 1.26318581 1.26909096
 1.27401305 1.27817746 1.28174585 1.28483712 1.28754061 1.28992475
 1.2920428  1.29393683 1.29564051 1.29718109 1.29858088 1.2998583
 1.30102869]"
1228,"[0.38894806 0.99011524 1.18641859 1.2504016  1.27741286 1.29107815
 1.29890148 1.303792   1.30705502 1.30934378 1.31101382 1.3122719
 1.31324487 1.31401408 1.31463368 1.31514085 1.3155618  1.31591548
 1.31621587 1.31647343 1.31669619 1.31689033 1.3170607  1.31721118
 1.31734484]"
1229,"[0.75539336 1.31572536 1.46607518 1.50338963 1.51664484 1.52232532
 1.52503111 1.52639269 1.5270864  1.52742565 1.52756804 1.52759788
 1.52756245 1.52748927 1.52739481 1.52728911 1.5271784  1.52706653
 1.52695591 1.52684797 1.5267436  1.52664324 1.52654712 1.52645529
 1.5263677 ]"
1230,"[0.17451131 0.91143324 1.12002029 1.19682151 1.23203678 1.25092179
 1.26223494 1.26957826 1.27463982 1.27829407 1.28103088 1.28314233
 1.28481166 1.28615874 1.28726483 1.28818667 1.28896495 1.2896295
 1.2902026  1.29070123 1.29113851 1.2915247  1.29186796 1.29217485
 1.29245066]"
1231,"[0.81755961 1.33355126 1.37474618 1.38387087 1.38935603 1.3933017
 1.39626375 1.39855265 1.40036605 1.40183407 1.40304471 1.40405909
 1.40492071 1.4056613  1.40630445 1.40686805 1.40736592 1.40780885
 1.40820541 1.40856249 1.4088857  1.4091796  1.409448   1.40969408
 1.4099205 ]"
